,TrainNumber,DepartureDate,DepartureTime,DestinationTime,DestinationDate,Duration,NonReservedCar,IsNonReservedDesignated,Discount,Note,Sequence,StationInfo,IsCrossNight,RunDate,DepartureTime_Order,DestinationTime_Order,DiscountWord
10,0207,,08:20,10:10,,01:50,10-12,False,[],,10,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '08:20', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '08:31', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '08:39', 'Show': True, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '', 'Show': False, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '', 'Show': False, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '', 'Show': False, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '09:20', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '', 'Show': False, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '', 'Show': False, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '', 'Show': False, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '09:58', 'Show': True, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '10:10', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,08:20,10:10,
11,0615,,08:35,10:45,,02:10,9-12,False,[],,11,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '08:35', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '08:46', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '08:55', 'Show': True, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '09:10', 'Show': True, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '09:22', 'Show': True, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '', 'Show': False, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '09:48', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '', 'Show': False, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '', 'Show': False, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '10:14', 'Show': True, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '10:33', 'Show': True, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '10:45', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,08:35,10:45,
12,1209,,08:40,10:30,,01:50,10-12,False,[],,12,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '08:40', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '08:51', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '08:59', 'Show': True, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '', 'Show': False, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '', 'Show': False, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '', 'Show': False, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '09:40', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '', 'Show': False, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '', 'Show': False, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '', 'Show': False, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '10:18', 'Show': True, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '10:30', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,08:40,10:30,
13,0813,,09:00,11:25,,02:25,10-12,False,[],,13,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '09:00', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '09:11', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '09:19', 'Show': True, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '09:34', 'Show': True, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '09:47', 'Show': True, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '09:58', 'Show': True, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '10:17', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '10:30', 'Show': True, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '10:41', 'Show': True, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '10:55', 'Show': True, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '11:13', 'Show': True, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '11:25', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,09:00,11:25,
14,0619,,09:10,11:20,,02:10,10-12,False,[],,14,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '09:10', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '09:21', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '09:29', 'Show': True, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '09:43', 'Show': True, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '09:56', 'Show': True, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '', 'Show': False, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '10:25', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '', 'Show': False, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '', 'Show': False, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '10:50', 'Show': True, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '11:07', 'Show': True, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '11:20', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,09:10,11:20,
15,0117,,09:20,11:05,,01:45,10-12,False,[],,15,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '09:20', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '09:31', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '09:39', 'Show': True, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '', 'Show': False, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '', 'Show': False, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '', 'Show': False, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '10:20', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '', 'Show': False, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '', 'Show': False, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '', 'Show': False, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '', 'Show': False, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '11:05', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,09:20,11:05,
16,0621,,09:35,11:45,,02:10,10-12,False,[],,16,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '09:35', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '09:46', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '09:55', 'Show': True, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '10:10', 'Show': True, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '10:22', 'Show': True, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '', 'Show': False, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '10:48', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '', 'Show': False, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '', 'Show': False, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '11:14', 'Show': True, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '11:33', 'Show': True, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '11:45', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,09:35,11:45,
17,1213,,09:40,11:30,,01:50,10-12,False,[],,17,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '09:40', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '09:51', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '09:59', 'Show': True, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '', 'Show': False, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '', 'Show': False, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '', 'Show': False, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '10:40', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '', 'Show': False, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '', 'Show': False, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '', 'Show': False, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '11:18', 'Show': True, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '11:30', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,09:40,11:30,
18,0817,,10:00,12:25,,02:25,10-12,False,[],,18,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '10:00', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '10:11', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '10:19', 'Show': True, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '10:34', 'Show': True, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '10:47', 'Show': True, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '10:58', 'Show': True, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '11:17', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '11:30', 'Show': True, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '11:41', 'Show': True, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '11:55', 'Show': True, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '12:13', 'Show': True, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '12:25', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,10:00,12:25,
19,0625,,10:10,12:20,,02:10,10-12,False,[],,19,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '10:10', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '10:21', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '10:29', 'Show': True, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '10:43', 'Show': True, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '10:56', 'Show': True, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '', 'Show': False, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '11:25', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '', 'Show': False, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '', 'Show': False, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '11:50', 'Show': True, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '12:07', 'Show': True, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '12:20', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,10:10,12:20,
20,0121,,10:20,12:05,,01:45,10-12,False,[],,20,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '10:20', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '10:31', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '10:39', 'Show': True, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '', 'Show': False, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '', 'Show': False, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '', 'Show': False, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '11:20', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '', 'Show': False, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '', 'Show': False, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '', 'Show': False, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '', 'Show': False, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '12:05', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,10:20,12:05,
21,0627,,10:35,12:45,,02:10,10-12,False,[],,21,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '10:35', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '10:46', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '10:55', 'Show': True, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '11:10', 'Show': True, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '11:22', 'Show': True, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '', 'Show': False, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '11:48', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '', 'Show': False, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '', 'Show': False, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '12:14', 'Show': True, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '12:33', 'Show': True, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '12:45', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,10:35,12:45,
22,1311,,10:50,13:00,,02:10,10-12,False,[],,22,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '10:50', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '11:01', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '', 'Show': False, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '11:20', 'Show': True, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '', 'Show': False, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '', 'Show': False, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '11:54', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '12:06', 'Show': True, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '12:17', 'Show': True, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '12:29', 'Show': True, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '12:47', 'Show': True, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '13:00', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,10:50,13:00,
23,0821,,11:00,13:25,,02:25,10-12,False,[],,23,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '11:00', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '11:11', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '11:19', 'Show': True, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '11:34', 'Show': True, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '11:47', 'Show': True, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '11:58', 'Show': True, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '12:17', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '12:30', 'Show': True, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '12:41', 'Show': True, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '12:55', 'Show': True, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '13:13', 'Show': True, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '13:25', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,11:00,13:25,
24,1631,,11:10,13:20,,02:10,10-12,False,[],,24,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '11:10', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '11:21', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '11:29', 'Show': True, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '11:43', 'Show': True, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '11:56', 'Show': True, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '', 'Show': False, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '12:25', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '', 'Show': False, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '', 'Show': False, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '12:50', 'Show': True, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '13:07', 'Show': True, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '13:20', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,11:10,13:20,
25,0125,,11:20,13:05,,01:45,10-12,False,[],,25,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '11:20', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '11:31', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '11:39', 'Show': True, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '', 'Show': False, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '', 'Show': False, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '', 'Show': False, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '12:20', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '', 'Show': False, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '', 'Show': False, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '', 'Show': False, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '', 'Show': False, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '13:05', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,11:20,13:05,
26,0633,,11:35,13:45,,02:10,10-12,False,[],,26,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '11:35', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '11:46', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '11:55', 'Show': True, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '12:10', 'Show': True, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '12:22', 'Show': True, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '', 'Show': False, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '12:48', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '', 'Show': False, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '', 'Show': False, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '13:14', 'Show': True, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '13:33', 'Show': True, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '13:45', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,11:35,13:45,
27,0825,,12:00,14:25,,02:25,10-12,False,[],,27,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '12:00', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '12:11', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '12:19', 'Show': True, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '12:34', 'Show': True, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '12:47', 'Show': True, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '12:58', 'Show': True, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '13:17', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '13:30', 'Show': True, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '13:41', 'Show': True, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '13:55', 'Show': True, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '14:13', 'Show': True, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '14:25', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,12:00,14:25,
28,0637,,12:10,14:20,,02:10,10-12,False,[],,28,"[{'StationNo': '01', 'StationName': '南港', 'DepartureTime': '12:10', 'Show': True, 'ColorClass': 'orange'}, {'StationNo': '02', 'StationName': '台北', 'DepartureTime': '12:21', 'Show': True, 'ColorClass': 'purple'}, {'StationNo': '03', 'StationName': '板橋', 'DepartureTime': '12:29', 'Show': True, 'ColorClass': 'dark_green'}, {'StationNo': '04', 'StationName': '桃園', 'DepartureTime': '12:43', 'Show': True, 'ColorClass': 'light_green'}, {'StationNo': '05', 'StationName': '新竹', 'DepartureTime': '12:56', 'Show': True, 'ColorClass': 'gray'}, {'StationNo': '06', 'StationName': '苗栗', 'DepartureTime': '', 'Show': False, 'ColorClass': 'sky_blue'}, {'StationNo': '07', 'StationName': '台中', 'DepartureTime': '13:25', 'Show': True, 'ColorClass': 'pink'}, {'StationNo': '08', 'StationName': '彰化', 'DepartureTime': '', 'Show': False, 'ColorClass': 'red'}, {'StationNo': '09', 'StationName': '雲林', 'DepartureTime': '', 'Show': False, 'ColorClass': 'dark_blue'}, {'StationNo': '10', 'StationName': '嘉義', 'DepartureTime': '13:50', 'Show': True, 'ColorClass': 'yellow'}, {'StationNo': '11', 'StationName': '台南', 'DepartureTime': '14:07', 'Show': True, 'ColorClass': 'brown'}, {'StationNo': '12', 'StationName': '左營', 'DepartureTime': '14:20', 'Show': True, 'ColorClass': 'blue'}]",False,2025/12/22,12:10,14:20,
